date,campaign_name,impressions,clicks,ad_spend,website_visits,add_to_cart,purchases,revenue
2023-07-01,GoogleAds_H2_2023,34995,1093.0,44542,2859,1035,133,54796
2023-07-02,GoogleAds_H2_2023,46576,831.0,54409,3102,140,154,77154
2023-07-03,GoogleAds_H2_2023,44610,2366.0,74200,3848,870,133,100149
2023-07-04,GoogleAds_H2_2023,21777,2128.0,40373,786,1473,345,192165
2023-07-05,GoogleAds_H2_2023,23392,4508.0,38669,667,518,284,321488
2023-07-06,GoogleAds_H2_2023,34364,2498.0,41705,1780,1336,623,216804
2023-07-07,GoogleAds_H2_2023,19342,4818.0,60583,1928,1417,326,240262
2023-07-08,GoogleAds_H2_2023,27514,3158.0,46268,774,172,683,224707
2023-07-09,GoogleAds_H2_2023,46027,3935.0,52849,2223,294,205,96555
2023-07-10,GoogleAds_H2_2023,49758,3634.0,25434,3007,771,167,152137
2023-07-11,GoogleAds_H2_2023,0,2443.0,55734,3761,539,717,219402
2023-07-12,GoogleAds_H2_2023,13267,2091.0,31312,3664,658,197,213942
2023-07-13,GoogleAds_H2_2023,27297,2511.0,54014,1902,225,444,495504
2023-07-14,GoogleAds_H2_2023,21120,2329.0,18767,2772,1029,737,683199
2023-07-15,GoogleAds_H2_2023,36039,3775.0,27438,3859,936,425,273275
2023-07-16,GoogleAds_H2_2023,43210,4150.0,17597,2437,462,497,264901
2023-07-17,GoogleAds_H2_2023,21826,2341.0,28693,2250,224,294,247254
2023-07-18,GoogleAds_H2_2023,12169,2672.0,32052,2617,223,84,32424
2023-07-19,GoogleAds_H2_2023,33173,1285.0,16344,2816,896,126,45108
2023-07-20,GoogleAds_H2_2023,24973,2436.0,69500,3455,1401,117,43056
2023-07-21,GoogleAds_H2_2023,13236,2852.0,11932,3121,464,428,274776
2023-07-22,GoogleAds_H2_2023,19569,1939.0,66882,1161,440,432,359424
2023-07-23,GoogleAds_H2_2023,18491,,10358,1235,1403,686,536452
2023-07-24,GoogleAds_H2_2023,47772,1634.0,74353,2586,1095,484,391072
2023-07-25,GoogleAds_H2_2023,29554,4335.0,67169,2551,1337,713,756493
2023-07-26,GoogleAds_H2_2023,29218,4760.0,68342,2967,1407,566,541096
2023-07-27,GoogleAds_H2_2023,45428,2711.0,48975,3562,1240,316,354236
2023-07-28,GoogleAds_H2_2023,11708,4130.0,29595,2693,494,536,415400
2023-07-29,GoogleAds_H2_2023,17684,1476.0,11207,1443,657,573,504813
2023-07-30,GoogleAds_H2_2023,42272,1382.0,70011,2171,919,631,627214
2023-07-31,GoogleAds_H2_2023,48115,2110.0,38064,1639,506,448,454272
2023-08-01,GoogleAds_H2_2023,22991,3308.0,46593,3936,1073,780,297180
2023-08-02,GoogleAds_H2_2023,31083,2470.0,32190,2446,871,414,191268
2023-08-03,GoogleAds_H2_2023,29503,3058.0,58456,2263,215,386,455480
2023-08-04,GoogleAds_H2_2023,25072,4435.0,50510,1746,542,62,49166
2023-08-05,GoogleAds_H2_2023,36910,3267.0,37103,421,1472,775,761050
2023-08-06,GoogleAds_H2_2023,46674,4137.0,29337,2233,419,175,100800
2023-08-07,GoogleAds_H2_2023,27611,4252.0,62887,1095,1409,106,109498
2023-08-08,GoogleAds_H2_2023,37810,4614.0,20503,3241,212,537,336162
2023-08-09,GoogleAds_H2_2023,20886,1588.0,78899,424,100,598,263120
2023-08-10,GoogleAds_H2_2023,22935,2735.0,17295,600,1250,306,298350
2023-08-11,GoogleAds_H2_2023,39218,2741.0,25038,3575,1388,433,242047
2023-08-12,GoogleAds_H2_2023,18605,2514.0,11381,1498,1478,633,677310
2023-08-13,GoogleAds_H2_2023,42955,4544.0,20207,1713,144,622,237604
2023-08-14,GoogleAds_H2_2023,48010,857.0,32031,1489,1035,706,475844
2023-08-15,GoogleAds_H2_2023,22449,1997.0,56092,2631,210,557,328073
2023-08-16,GoogleAds_H2_2023,12951,1738.0,63117,1990,1150,679,700728
2023-08-17,GoogleAds_H2_2023,33782,2088.0,38454,2768,1012,282,273258
2023-08-18,GoogleAds_H2_2023,43204,3328.0,44324,3874,1176,362,209960
2023-08-19,GoogleAds_H2_2023,40750,2884.0,26566,3494,643,495,184635
2023-08-20,GoogleAds_H2_2023,25369,2089.0,35235,559,1137,227,161397
2023-08-21,GoogleAds_H2_2023,26237,1511.0,18244,2855,946,71,23359
2023-08-22,GoogleAds_H2_2023,28691,1728.0,66378,1894,875,515,160165
2023-08-23,GoogleAds_H2_2023,38278,4545.0,25649,1249,453,688,257312
2023-08-24,GoogleAds_H2_2023,17016,99516.0,41897,2209,1219,775,459575
2023-08-25,GoogleAds_H2_2023,32736,3914.0,72551,1217,489,374,444312
2023-08-26,GoogleAds_H2_2023,15276,1167.0,29008,2042,236,723,525621
2023-08-27,GoogleAds_H2_2023,15571,1318.0,53148,1506,276,247,227981
2023-08-28,GoogleAds_H2_2023,42441,970.0,49129,2348,1028,778,724318
2023-08-29,GoogleAds_H2_2023,33478,4618.0,22180,634,1136,150,125250
2023-08-30,GoogleAds_H2_2023,34427,1022.0,64040,2029,632,772,734172
2023-08-31,GoogleAds_H2_2023,11316,3357.0,55968,1524,1427,589,501828
2023-09-01,GoogleAds_H2_2023,11378,3874.0,77055,2081,326,285,334020
2023-09-02,GoogleAds_H2_2023,19083,4572.0,12257,3188,496,149,49170
2023-09-03,GoogleAds_H2_2023,25233,4924.0,62389,1882,1051,149,137080
2023-09-04,GoogleAds_H2_2023,28156,661.0,28135,1175,1386,323,97546
2023-09-05,GoogleAds_H2_2023,29604,1039.0,57591,1221,1188,405,336960
2023-09-06,GoogleAds_H2_2023,43002,2048.0,36672,517,153,699,603936
2023-09-07,GoogleAds_H2_2023,12100,4157.0,71997,3996,1225,447,195339
2023-09-08,GoogleAds_H2_2023,27058,886.0,61813,2464,1305,585,491400
2023-09-09,GoogleAds_H2_2023,41128,1239.0,11401,3659,957,279,315828
2023-09-10,GoogleAds_H2_2023,30307,4714.0,29611,3231,564,153,138159
2023-09-11,GoogleAds_H2_2023,12745,4366.0,42245,2105,274,783,817452
2023-09-12,GoogleAds_H2_2023,40116,3962.0,30447,2159,764,82,29028
2023-09-13,GoogleAds_H2_2023,14025,3066.0,-5000,2459,819,604,405888
2023-09-14,GoogleAds_H2_2023,30963,1472.0,62870,3699,722,356,269136
2023-09-15,GoogleAds_H2_2023,14426,4820.0,37606,3176,1168,263,94154
2023-09-16,GoogleAds_H2_2023,34770,4496.0,12204,3057,1349,461,232344
2023-09-17,GoogleAds_H2_2023,43870,1741.0,31607,792,730,694,779362
2023-09-18,GoogleAds_H2_2023,19171,3902.0,71215,2987,377,282,233496
