date,campaign_name,impressions,clicks,ad_spend,website_visits,add_to_cart,purchases,revenue
2023-01-01,GoogleAds_H1_2023,46068,861.0,75095,2576,1384,564,421872
2023-01-02,GoogleAds_H1_2023,48787,2355.0,78056,3481,401,280,288400
2023-01-03,GoogleAds_H1_2023,35498,3637.0,41656,2559,1136,442,353158
2023-01-04,GoogleAds_H1_2023,29363,2781.0,29033,713,665,61,30988
2023-01-05,GoogleAds_H1_2023,23944,3989.0,50372,3848,1143,636,670344
2023-01-06,GoogleAds_H1_2023,34286,4395.0,33762,1524,797,181,166882
2023-01-07,GoogleAds_H1_2023,19596,1543.0,28313,2983,1113,276,125028
2023-01-08,GoogleAds_H1_2023,11828,2523.0,69796,2649,137,237,84372
2023-01-09,GoogleAds_H1_2023,47804,2820.0,37766,3030,615,270,222750
2023-01-10,GoogleAds_H1_2023,13586,4931.0,33225,1478,599,585,269685
2023-01-11,GoogleAds_H1_2023,26029,1093.0,24226,2606,1311,109,121644
2023-01-12,GoogleAds_H1_2023,13390,1163.0,52092,1499,641,363,151008
2023-01-13,GoogleAds_H1_2023,20258,931.0,15469,582,212,232,180960
2023-01-14,GoogleAds_H1_2023,43937,1330.0,11651,1536,862,525,557550
2023-01-15,GoogleAds_H1_2023,19518,1519.0,31621,2236,260,450,223650
2023-01-16,GoogleAds_H1_2023,44051,1159.0,40447,1470,498,759,651222
2023-01-17,GoogleAds_H1_2023,28509,2671.0,67418,2584,701,449,510064
2023-01-18,GoogleAds_H1_2023,40268,637.0,-5000,2194,1072,668,617232
2023-01-19,GoogleAds_H1_2023,16397,3257.0,63072,2300,662,475,401850
2023-01-20,GoogleAds_H1_2023,15017,97574.0,12096,3364,1197,753,421680
2023-01-21,GoogleAds_H1_2023,36201,3831.0,39309,3190,1418,690,752790
2023-01-22,GoogleAds_H1_2023,13384,3159.0,52821,3256,1305,735,828345
2023-01-23,GoogleAds_H1_2023,17531,4783.0,17736,2019,1084,597,611328
2023-01-24,GoogleAds_H1_2023,25261,1931.0,47481,2861,1465,269,124278
2023-01-25,GoogleAds_H1_2023,44742,3791.0,27015,1305,1305,667,685676
2023-01-26,GoogleAds_H1_2023,42972,1081.0,51800,2236,1351,745,683910
2023-01-27,GoogleAds_H1_2023,12643,2797.0,60026,1864,295,739,604502
2023-01-28,GoogleAds_H1_2023,41358,1922.0,24289,1071,1326,197,151887
2023-01-29,GoogleAds_H1_2023,21918,1443.0,75428,1849,591,191,116892
2023-01-30,GoogleAds_H1_2023,30644,2861.0,38228,3602,1083,354,237180
2023-01-31,GoogleAds_H1_2023,32360,4979.0,52891,2892,524,210,100170
2023-02-01,GoogleAds_H1_2023,39300,1394.0,25352,2774,697,338,301496
2023-02-02,GoogleAds_H1_2023,19879,1072.0,17521,2475,1053,92,90160
2023-02-03,GoogleAds_H1_2023,31008,2133.0,60669,597,709,626,714266
2023-02-04,GoogleAds_H1_2023,23140,4088.0,24357,3583,1180,115,131215
2023-02-05,GoogleAds_H1_2023,10097,3715.0,22924,3557,687,393,233049
2023-02-06,GoogleAds_H1_2023,40651,1110.0,77263,2690,660,81,55890
2023-02-07,GoogleAds_H1_2023,28708,1677.0,73870,1491,983,263,250902
2023-02-08,GoogleAds_H1_2023,16519,3291.0,28133,3075,703,430,420970
2023-02-09,GoogleAds_H1_2023,28489,4367.0,49961,1280,546,115,121785
2023-02-10,GoogleAds_H1_2023,23565,4470.0,52951,1467,1220,603,317178
2023-02-11,GoogleAds_H1_2023,31253,2314.0,61578,1601,808,356,383768
2023-02-12,GoogleAds_H1_2023,12551,4157.0,59159,2955,575,346,160198
2023-02-13,GoogleAds_H1_2023,17239,2785.0,47991,1633,653,517,389301
2023-02-14,GoogleAds_H1_2023,21531,3322.0,47711,2834,976,308,179256
2023-02-15,GoogleAds_H1_2023,23937,2398.0,14135,2933,1028,269,115132
2023-02-16,GoogleAds_H1_2023,33551,1112.0,27071,1012,359,415,438655
2023-02-17,GoogleAds_H1_2023,15906,3091.0,72987,2330,913,65,27820
2023-02-18,GoogleAds_H1_2023,35150,2410.0,62756,1069,368,211,117949
2023-02-19,GoogleAds_H1_2023,43691,1625.0,77065,2158,346,689,753766
2023-02-20,GoogleAds_H1_2023,18004,2060.0,65426,2800,295,715,486915
2023-02-21,GoogleAds_H1_2023,33172,726.0,25036,3947,364,421,330485
2023-02-22,GoogleAds_H1_2023,40129,1145.0,40930,3848,1042,413,485275
2023-02-23,GoogleAds_H1_2023,28888,3272.0,56305,1381,1254,637,493675
2023-02-24,GoogleAds_H1_2023,14079,3848.0,35556,2098,645,90,54540
2023-02-25,GoogleAds_H1_2023,23230,4933.0,43866,3400,378,225,268875
2023-02-26,GoogleAds_H1_2023,26021,2174.0,50718,1330,388,773,921416
2023-02-27,GoogleAds_H1_2023,32433,1589.0,47346,1335,347,205,70930
2023-02-28,GoogleAds_H1_2023,11958,3001.0,48547,523,100,689,337610
2023-03-01,GoogleAds_H1_2023,19794,941.0,73278,2229,242,240,199680
2023-03-02,GoogleAds_H1_2023,16370,1836.0,60100,3773,559,450,382500
2023-03-03,GoogleAds_H1_2023,0,4438.0,60939,1244,1330,259,107226
2023-03-04,GoogleAds_H1_2023,31125,2954.0,68810,1777,987,607,515343
2023-03-05,GoogleAds_H1_2023,10141,3159.0,25037,2082,695,330,238590
2023-03-06,GoogleAds_H1_2023,33383,4865.0,79785,3061,761,132,121572
2023-03-07,GoogleAds_H1_2023,25282,3446.0,31778,2731,1079,222,138972
2023-03-08,GoogleAds_H1_2023,38365,3310.0,23947,1798,732,557,604902
2023-03-09,GoogleAds_H1_2023,14493,1643.0,60085,1860,775,514,300690
2023-03-10,GoogleAds_H1_2023,16816,3947.0,74307,2536,1326,788,498804
2023-03-11,GoogleAds_H1_2023,42808,,60139,2199,613,686,631806
2023-03-12,GoogleAds_H1_2023,15374,3024.0,61631,2093,367,84,90552
2023-03-13,GoogleAds_H1_2023,39165,2085.0,77028,2190,760,374,225522
2023-03-14,GoogleAds_H1_2023,17851,2544.0,17368,3916,1447,84,65604
2023-03-15,GoogleAds_H1_2023,33852,842.0,42174,1847,431,487,431969
2023-03-16,GoogleAds_H1_2023,16317,1026.0,36649,1219,704,455,241605
2023-03-17,GoogleAds_H1_2023,24868,2073.0,71944,578,231,504,326088
2023-03-18,GoogleAds_H1_2023,41259,1271.0,40795,978,953,541,266713
2023-03-19,GoogleAds_H1_2023,44775,1685.0,21190,1784,1210,311,159543
2023-03-20,GoogleAds_H1_2023,38369,2436.0,16716,1179,361,779,453378
2023-03-21,GoogleAds_H1_2023,29835,4957.0,34000,840,192,670,704840
2023-03-22,GoogleAds_H1_2023,39538,641.0,15410,1855,848,738,702576
2023-03-23,GoogleAds_H1_2023,31180,2596.0,27709,1280,1313,185,157990
2023-03-24,GoogleAds_H1_2023,39075,840.0,13828,2368,803,367,336539
2023-03-25,GoogleAds_H1_2023,15482,2929.0,60952,1767,916,602,498456
2023-03-26,GoogleAds_H1_2023,43623,2312.0,45634,582,1164,600,417600
2023-03-27,GoogleAds_H1_2023,32207,2017.0,31386,1756,226,607,519592
2023-03-28,GoogleAds_H1_2023,18210,3903.0,70348,2436,1232,317,235848
2023-03-29,GoogleAds_H1_2023,13311,3872.0,74089,2550,1087,299,224848
2023-03-30,GoogleAds_H1_2023,47383,673.0,62893,3452,530,776,766688
2023-03-31,GoogleAds_H1_2023,32190,2375.0,33377,2081,1447,722,677236
