date,campaign_name,impressions,clicks,ad_spend,website_visits,add_to_cart,purchases,revenue
2024-01-01,Instagram_H1_2024,61035,6695.0,106654,4531,1592,672,463008
2024-01-02,Instagram_H1_2024,18639,1503.0,84330,1805,350,618,579066
2024-01-03,Instagram_H1_2024,36249,5155.0,58877,983,2087,1109,784063
2024-01-04,Instagram_H1_2024,32892,4610.0,96271,5921,928,217,199206
2024-01-05,Instagram_H1_2024,32194,4133.0,70426,3671,2422,1156,2068084
2024-01-06,Instagram_H1_2024,15126,828.0,56223,2216,1490,542,304062
2024-01-07,Instagram_H1_2024,44672,279796.0,37561,1145,317,518,464128
2024-01-08,Instagram_H1_2024,40676,717.0,43967,5606,2418,205,346450
2024-01-09,Instagram_H1_2024,15651,4722.0,28723,3062,752,216,372168
2024-01-10,Instagram_H1_2024,22750,1037.0,31995,4838,1246,369,327303
2024-01-11,Instagram_H1_2024,64871,2600.0,70427,3880,1099,120,132600
2024-01-12,Instagram_H1_2024,50407,1343.0,113063,2163,1571,877,541986
2024-01-13,Instagram_H1_2024,33473,5668.0,33007,2702,233,93,87420
2024-01-14,Instagram_H1_2024,37658,6479.0,102006,5769,1248,1002,728454
2024-01-15,Instagram_H1_2024,45708,6292.0,85710,4038,1966,967,1613923
2024-01-16,Instagram_H1_2024,63794,2555.0,67922,1362,1986,705,493500
2024-01-17,Instagram_H1_2024,19464,5067.0,28070,3710,343,949,1334294
2024-01-18,Instagram_H1_2024,51199,4124.0,66161,3185,1814,512,309760
2024-01-19,Instagram_H1_2024,53828,6175.0,42975,1754,309,236,385624
2024-01-20,Instagram_H1_2024,39774,2373.0,55977,1512,2059,1100,1410200
2024-01-21,Instagram_H1_2024,61990,3212.0,42778,2546,479,1010,544390
2024-01-22,Instagram_H1_2024,28201,3517.0,67998,811,2485,249,203682
2024-01-23,Instagram_H1_2024,58442,883.0,35237,3424,494,1194,1757568
2024-01-24,Instagram_H1_2024,42418,5555.0,39899,3925,2335,206,305292
2024-01-25,Instagram_H1_2024,40727,2859.0,88192,1786,1636,923,1655862
2024-01-26,Instagram_H1_2024,61824,5500.0,45382,1981,1506,769,1279616
2024-01-27,Instagram_H1_2024,32955,6172.0,71594,2395,475,947,1606112
2024-01-28,Instagram_H1_2024,17114,1124.0,80199,1092,2292,244,287188
2024-01-29,Instagram_H1_2024,33252,1576.0,41990,2417,2437,1080,579960
2024-01-30,Instagram_H1_2024,22203,2102.0,38870,5446,1476,880,727760
2024-01-31,Instagram_H1_2024,47123,5778.0,107970,4393,1177,869,1273085
2024-02-01,Instagram_H1_2024,24197,6544.0,91752,4503,1500,672,667296
2024-02-02,Instagram_H1_2024,40637,5772.0,63934,2130,2130,394,243492
