date,campaign_name,impressions,clicks,ad_spend,website_visits,add_to_cart,purchases,revenue
2024-01-01,Zepto_H1_2024,45619,1313.0,68811,3249,2290,575,818800
2024-01-02,Zepto_H1_2024,47622,4619.0,115354,4940,245,300,209100
2024-01-03,Zepto_H1_2024,62074,6928.0,33090,1434,1328,596,1065648
2024-01-04,Zepto_H1_2024,45421,3106.0,75849,1250,272,892,477220
2024-01-05,Zepto_H1_2024,56590,3763.0,40205,3339,939,486,571050
2024-01-06,Zepto_H1_2024,21840,3749.0,107702,2082,541,801,917946
2024-01-07,Zepto_H1_2024,38340,744.0,30155,1079,1334,573,557529
2024-01-08,Zepto_H1_2024,50390,6573.0,59029,2635,2186,1172,1878716
2024-01-09,Zepto_H1_2024,17629,5696.0,26869,3602,1833,986,1087558
2024-01-10,Zepto_H1_2024,50580,6101.0,41764,4163,1472,959,1529605
2024-01-11,Zepto_H1_2024,59414,2426.0,117721,3119,2035,489,661128
2024-01-12,Zepto_H1_2024,27149,6989.0,118586,4582,566,883,561588
2024-01-13,Zepto_H1_2024,34151,1623.0,116894,1895,870,444,671328
2024-01-14,Zepto_H1_2024,24994,950.0,49921,3029,1167,547,367584
2024-01-15,Zepto_H1_2024,36593,6439.0,101678,1516,1586,818,820454
2024-01-16,Zepto_H1_2024,24803,4054.0,57567,1266,2369,301,363608
2024-01-17,Zepto_H1_2024,20565,1709.0,51196,4677,371,909,1230786
2024-01-18,Zepto_H1_2024,27736,5334.0,53008,1443,1363,1000,513000
2024-01-19,Zepto_H1_2024,58446,1313.0,94278,2670,1910,333,359307
2024-01-20,Zepto_H1_2024,25603,3033.0,33864,3134,733,648,583200
2024-01-21,Zepto_H1_2024,23294,3178.0,107631,739,2314,90,122130
2024-01-22,Zepto_H1_2024,64218,5408.0,23536,1044,714,86,82990
2024-01-23,Zepto_H1_2024,51006,2668.0,39345,979,1734,1083,677958
2024-01-24,Zepto_H1_2024,35000,2057.0,67113,1444,1597,287,170765
2024-01-25,Zepto_H1_2024,57315,1630.0,93887,4380,2296,489,778977
2024-01-26,Zepto_H1_2024,67237,3712.0,20983,1367,923,1113,704529
2024-01-27,Zepto_H1_2024,44213,5155.0,92555,5777,1358,921,1387026
2024-01-28,Zepto_H1_2024,44292,5160.0,110700,1546,1180,1186,2089732
2024-01-29,Zepto_H1_2024,21325,3243.0,64895,3171,1541,904,594832
2024-01-30,Zepto_H1_2024,67632,4421.0,105632,4042,2115,1041,1819668
2024-01-31,Zepto_H1_2024,15755,3470.0,36927,1382,426,1171,1343137
2024-02-01,Zepto_H1_2024,36430,2649.0,80860,4645,1563,1108,996092
2024-02-02,Zepto_H1_2024,46909,3338.0,108143,3531,2485,154,156156
2024-02-03,Zepto_H1_2024,29680,3457.0,50696,1726,2033,116,205784
2024-02-04,Zepto_H1_2024,29385,5184.0,41850,5586,2442,713,1028146
2024-02-05,Zepto_H1_2024,62030,5611.0,79318,2984,477,698,808284
2024-02-06,Zepto_H1_2024,26634,1635.0,71564,3269,1312,1190,1562470
2024-02-07,Zepto_H1_2024,68970,4481.0,77706,1555,1954,861,604422
2024-02-08,Zepto_H1_2024,31748,6497.0,26123,5060,692,746,398364
2024-02-09,Zepto_H1_2024,47641,1024.0,30017,2423,2119,1135,847845
2024-02-10,Zepto_H1_2024,58430,6957.0,106359,819,1127,555,488400
2024-02-11,Zepto_H1_2024,52346,6934.0,110427,693,1906,511,607068
2024-02-12,Zepto_H1_2024,67188,866.0,106510,5862,2319,1016,791464
2024-02-13,Zepto_H1_2024,56664,6228.0,81563,2878,1604,893,1537746
2024-02-14,Zepto_H1_2024,47551,4273.0,83533,2170,1076,1005,1630110
2024-02-15,Zepto_H1_2024,30586,6988.0,34867,5393,1542,882,441882
2024-02-16,Zepto_H1_2024,18818,3336.0,90609,626,744,1054,1258476
2024-02-17,Zepto_H1_2024,54388,818.0,66432,1399,1875,341,179366
2024-02-18,Zepto_H1_2024,21518,2746.0,48033,983,282,1144,1184040
2024-02-19,Zepto_H1_2024,63929,3848.0,91783,3699,234,260,238160
2024-02-20,Zepto_H1_2024,17484,5258.0,51394,4298,2347,1144,726440
2024-02-21,Zepto_H1_2024,45530,6405.0,68526,1849,1354,475,560500
2024-02-22,Zepto_H1_2024,64324,6156.0,106963,5197,2269,904,648168
2024-02-23,Zepto_H1_2024,23117,4417.0,104460,1371,1771,255,353175
2024-02-24,Zepto_H1_2024,55396,6300.0,22574,5434,2256,311,208681
2024-02-25,Zepto_H1_2024,53386,6047.0,37019,806,788,396,553608
2024-02-26,Zepto_H1_2024,42339,5290.0,91120,2453,1737,615,1063335
2024-02-27,Zepto_H1_2024,43302,4283.0,104327,3593,1898,478,796826
2024-02-28,Zepto_H1_2024,61896,4155.0,87777,2557,427,743,583255
2024-02-29,Zepto_H1_2024,18785,4639.0,24326,3605,982,451,580437
2024-03-01,Zepto_H1_2024,62419,1503.0,48714,4980,2144,525,655200
2024-03-02,Zepto_H1_2024,36671,6897.0,86354,2765,2388,347,341101
2024-03-03,Zepto_H1_2024,57581,6176.0,102823,1879,2151,520,717600
2024-03-04,Zepto_H1_2024,68558,855.0,20812,4829,2259,102,80886
2024-03-05,Zepto_H1_2024,15436,4375.0,23485,2629,1924,101,106656
2024-03-06,Zepto_H1_2024,50365,4563.0,81461,5792,987,191,254794
2024-03-07,Zepto_H1_2024,27426,5465.0,88445,4464,276,633,715290
2024-03-08,Zepto_H1_2024,33910,1787.0,93673,2182,1819,855,933660
