date,campaign_name,impressions,clicks,ad_spend,website_visits,add_to_cart,purchases,revenue
2023-07-01,Zepto_H2_2023,40354,4012.0,27640,3776,1266,464,376768
2023-07-02,Zepto_H2_2023,13330,3203.0,51430,3418,1135,379,392265
2023-07-03,Zepto_H2_2023,21023,857.0,33959,1067,472,57,23997
2023-07-04,Zepto_H2_2023,46487,3245.0,41921,939,831,90,93510
2023-07-05,Zepto_H2_2023,30159,3008.0,45547,3199,1024,607,513522
2023-07-06,Zepto_H2_2023,15713,755.0,60990,2344,549,59,66257
2023-07-07,Zepto_H2_2023,33793,1515.0,71813,3536,245,273,146874
2023-07-08,Zepto_H2_2023,33833,4658.0,72680,3274,894,738,560880
2023-07-09,Zepto_H2_2023,30384,2133.0,18702,784,504,567,439425
2023-07-10,Zepto_H2_2023,28384,3256.0,19860,2293,870,486,156492
2023-07-11,Zepto_H2_2023,0,4136.0,20916,1113,182,194,74496
2023-07-12,Zepto_H2_2023,48765,2548.0,55106,1084,816,495,370260
2023-07-13,Zepto_H2_2023,47744,2323.0,46187,2542,1195,600,271800
2023-07-14,Zepto_H2_2023,38538,4863.0,52944,1477,335,438,452454
2023-07-15,Zepto_H2_2023,47626,2348.0,63871,3214,1426,256,135168
2023-07-16,Zepto_H2_2023,49764,4481.0,47441,2522,534,152,109592
2023-07-17,Zepto_H2_2023,23051,1829.0,65393,3245,1458,484,361064
2023-07-18,Zepto_H2_2023,20209,1831.0,63413,3952,1083,384,322944
2023-07-19,Zepto_H2_2023,14854,,53088,2580,896,187,90321
2023-07-20,Zepto_H2_2023,29856,3332.0,29963,2275,1083,118,99710
2023-07-21,Zepto_H2_2023,17941,4800.0,46586,442,210,712,343184
2023-07-22,Zepto_H2_2023,25183,3945.0,32415,3991,999,409,490391
2023-07-23,Zepto_H2_2023,28271,3766.0,43434,492,771,110,102630
2023-07-24,Zepto_H2_2023,21314,4400.0,33061,1828,937,562,530528
2023-07-25,Zepto_H2_2023,49144,1023.0,28777,3517,645,127,130683
2023-07-26,Zepto_H2_2023,26282,2796.0,32574,1544,313,288,102240
2023-07-27,Zepto_H2_2023,29262,4643.0,62796,736,1149,306,93942
2023-07-28,Zepto_H2_2023,24178,1776.0,10302,1038,155,775,639375
2023-07-29,Zepto_H2_2023,38699,2625.0,54247,3857,464,715,589875
2023-07-30,Zepto_H2_2023,25034,2146.0,65658,2174,1397,555,613275
2023-07-31,Zepto_H2_2023,49650,2406.0,45854,1615,584,77,78001
2023-08-01,Zepto_H2_2023,11062,2476.0,60448,1654,185,523,222275
2023-08-02,Zepto_H2_2023,14632,4096.0,16168,2003,166,282,115056
2023-08-03,Zepto_H2_2023,36734,4706.0,36069,2481,722,418,437646
2023-08-04,Zepto_H2_2023,16738,2972.0,70004,1941,791,331,204889
