date,campaign_name,impressions,clicks,ad_spend,website_visits,add_to_cart,purchases,revenue
2025-07-01,Zepto_H2_2025,69904,3285.0,32678,5307,1115,313,620366
2025-07-02,Zepto_H2_2025,59160,6900.0,49738,6892,2917,823,1601558
2025-07-03,Zepto_H2_2025,38018,4700.0,110608,7405,2148,1264,1152768
2025-07-04,Zepto_H2_2025,69459,3482.0,93009,5630,1569,1166,2517394
2025-07-05,Zepto_H2_2025,77923,1551.0,69075,7099,1529,422,714868
2025-07-06,Zepto_H2_2025,32520,3187.0,86147,7565,2969,836,1436248
2025-07-07,Zepto_H2_2025,26786,4181.0,85551,2804,2429,1901,2606271
2025-07-08,Zepto_H2_2025,51098,1673.0,30455,5038,3028,1219,2461161
2025-07-09,Zepto_H2_2025,58752,4623.0,96694,7850,1700,1260,1712340
2025-07-10,Zepto_H2_2025,38174,2467.0,75281,1624,1515,829,760193
2025-07-11,Zepto_H2_2025,21006,4181.0,132171,2048,1576,267,257388
2025-07-12,Zepto_H2_2025,48243,2471.0,69861,4707,434,687,579828
2025-07-13,Zepto_H2_2025,59766,2016.0,110237,3288,725,1738,3352602
2025-07-14,Zepto_H2_2025,35020,5166.0,-20000,3316,1296,393,696789
2025-07-15,Zepto_H2_2025,80505,7689.0,130209,7284,2945,1125,1279125
2025-07-16,Zepto_H2_2025,36920,8018.0,112012,6667,1409,1209,1121952
2025-07-17,Zepto_H2_2025,89637,2681.0,40564,7357,676,1640,1594080
2025-07-18,Zepto_H2_2025,41990,8351.0,113483,4526,3289,838,606712
2025-07-19,Zepto_H2_2025,45353,2148.0,58346,7151,3229,324,618192
2025-07-20,Zepto_H2_2025,26727,7694.0,57893,1816,1506,609,1020684
2025-07-21,Zepto_H2_2025,75950,2804.0,103978,7778,2567,1126,846752
2025-07-22,Zepto_H2_2025,35758,1949.0,43621,4298,1637,1306,1968142
2025-07-23,Zepto_H2_2025,63353,8999.0,129916,6284,2479,1457,2609487
2025-07-24,Zepto_H2_2025,26613,5213.0,108595,7105,2568,894,1594002
2025-07-25,Zepto_H2_2025,35201,8842.0,48964,6430,2441,1992,3657312
2025-07-26,Zepto_H2_2025,26671,6168.0,103431,4791,2296,1764,1915704
2025-07-27,Zepto_H2_2025,58909,5528.0,82169,6125,2559,825,1646700
2025-07-28,Zepto_H2_2025,46735,7359.0,51251,3466,472,1847,2598729
2025-07-29,Zepto_H2_2025,60739,3037.0,124351,2616,971,745,1610690
2025-07-30,Zepto_H2_2025,22219,8282.0,71930,1391,1531,995,1127335
2025-07-31,Zepto_H2_2025,68814,2333.0,49263,4089,1011,1137,1658883
2025-08-01,Zepto_H2_2025,46786,7690.0,52572,7452,1248,313,605342
2025-08-02,Zepto_H2_2025,41773,7303.0,73575,7278,3151,869,1652838
2025-08-03,Zepto_H2_2025,89427,8225.0,44236,6969,2874,1412,1084416
2025-08-04,Zepto_H2_2025,83673,8766.0,40787,2452,1030,960,943680
2025-08-05,Zepto_H2_2025,0,448185.0,55394,2938,976,926,826918
2025-08-06,Zepto_H2_2025,76276,6050.0,77830,1941,1110,1776,2655120
2025-08-07,Zepto_H2_2025,63995,3847.0,80055,5188,1122,1124,2189552
2025-08-08,Zepto_H2_2025,69537,4990.0,149586,3879,437,401,339246
2025-08-09,Zepto_H2_2025,48280,5844.0,95165,1981,993,1928,3308448
2025-08-10,Zepto_H2_2025,86997,7490.0,94710,1261,1392,1151,2334228
2025-08-11,Zepto_H2_2025,22838,8384.0,139770,4592,3147,1200,2584800
2025-08-12,Zepto_H2_2025,71141,5077.0,86162,6190,596,1472,2455296
2025-08-13,Zepto_H2_2025,88404,3324.0,145293,3432,2360,831,1582224
2025-08-14,Zepto_H2_2025,86173,2081.0,122391,4081,3457,716,725308
2025-08-15,Zepto_H2_2025,76124,1860.0,73487,4614,1505,1317,1625178
2025-08-16,Zepto_H2_2025,79248,6209.0,112161,2444,2133,1959,1917861
2025-08-17,Zepto_H2_2025,65005,1750.0,62597,4856,2628,1267,2399698
2025-08-18,Zepto_H2_2025,48050,5982.0,51351,7856,1581,438,755112
2025-08-19,Zepto_H2_2025,66826,2270.0,38873,6074,1575,782,1005652
2025-08-20,Zepto_H2_2025,55535,8284.0,67302,6649,2639,761,620976
2025-08-21,Zepto_H2_2025,39599,6244.0,116033,4540,911,1364,1147124
2025-08-22,Zepto_H2_2025,61438,3931.0,114069,2441,950,883,967768
2025-08-23,Zepto_H2_2025,55688,7126.0,119126,5535,2954,1795,2850460
2025-08-24,Zepto_H2_2025,26563,8799.0,48587,1475,3412,585,1042470
2025-08-25,Zepto_H2_2025,50049,7560.0,54188,6108,2350,361,610812
2025-08-26,Zepto_H2_2025,84626,4533.0,106857,6890,2712,1813,3256148
2025-08-27,Zepto_H2_2025,48423,4497.0,115166,1450,1840,730,661380
2025-08-28,Zepto_H2_2025,74894,4790.0,37573,7913,2353,207,277794
2025-08-29,Zepto_H2_2025,65128,1785.0,51500,6771,2300,1113,2178141
2025-08-30,Zepto_H2_2025,33388,8593.0,72934,1499,2000,756,625968
2025-08-31,Zepto_H2_2025,55157,6685.0,120181,3720,1719,1941,3152184
2025-09-01,Zepto_H2_2025,32687,8320.0,78254,2564,2998,869,821205
2025-09-02,Zepto_H2_2025,68369,4340.0,46123,7202,2731,1365,2477475
2025-09-03,Zepto_H2_2025,43047,,62302,6912,2586,1136,2092512
2025-09-04,Zepto_H2_2025,82269,4206.0,55151,3069,1031,788,723384
2025-09-05,Zepto_H2_2025,39271,6346.0,40499,1785,468,1703,2723097
2025-09-06,Zepto_H2_2025,71820,2354.0,136951,4158,559,765,1141380
2025-09-07,Zepto_H2_2025,88597,3990.0,138581,5914,3231,763,992663
2025-09-08,Zepto_H2_2025,38051,6720.0,42008,1799,2275,535,859745
2025-09-09,Zepto_H2_2025,40038,4984.0,108267,3266,2113,482,787588
2025-09-10,Zepto_H2_2025,33218,7686.0,128715,1721,751,285,278445
2025-09-11,Zepto_H2_2025,76845,8733.0,47561,7455,2840,1241,2573834
2025-09-12,Zepto_H2_2025,70741,1535.0,112075,6594,1403,869,1853577
2025-09-13,Zepto_H2_2025,39947,1879.0,65305,4848,2102,1840,1874960
2025-09-14,Zepto_H2_2025,70277,6620.0,146888,3344,413,527,475354
2025-09-15,Zepto_H2_2025,55167,6367.0,146265,4466,3387,1341,1001727
2025-09-16,Zepto_H2_2025,76099,6233.0,92515,1667,2478,1263,2632092
2025-09-17,Zepto_H2_2025,26513,4550.0,69508,3708,3085,1511,2950983
2025-09-18,Zepto_H2_2025,22256,5899.0,77014,1584,1234,1500,1414500
2025-09-19,Zepto_H2_2025,62356,8619.0,70205,3131,2698,1751,2691287
2025-09-20,Zepto_H2_2025,45520,5930.0,145117,3943,2729,1071,1179171
2025-09-21,Zepto_H2_2025,63622,8051.0,75359,2677,2042,1308,2434188
2025-09-22,Zepto_H2_2025,62428,6603.0,146568,1829,1975,354,529584
2025-09-23,Zepto_H2_2025,27453,4337.0,70326,2820,1487,1050,1771350
2025-09-24,Zepto_H2_2025,21549,5173.0,66988,2215,3168,1873,1462813
2025-09-25,Zepto_H2_2025,34512,7754.0,67582,2864,861,274,507996
2025-09-26,Zepto_H2_2025,40492,4633.0,108703,7311,1310,1898,2148536
2025-09-27,Zepto_H2_2025,33799,8139.0,112486,5039,747,1102,1243056
2025-09-28,Zepto_H2_2025,32051,4975.0,70657,2551,3458,774,1613016
2025-09-29,Zepto_H2_2025,53235,7541.0,111352,5681,702,1960,3872960
2025-09-30,Zepto_H2_2025,55975,5948.0,138541,5611,2566,1906,2965736
2025-10-01,Zepto_H2_2025,20452,7430.0,40831,5509,449,1957,1913946
2025-10-02,Zepto_H2_2025,33878,7763.0,31068,7401,1121,1324,1584828
2025-10-03,Zepto_H2_2025,81743,2104.0,108757,4292,2506,951,1319988
2025-10-04,Zepto_H2_2025,40471,3811.0,96045,6333,2681,1891,3793346
2025-10-05,Zepto_H2_2025,34636,8687.0,70071,5742,2707,487,713455
2025-10-06,Zepto_H2_2025,44117,7344.0,76057,1435,2503,1066,2069106
2025-10-07,Zepto_H2_2025,44938,7183.0,72922,3613,2055,735,1459710
2025-10-08,Zepto_H2_2025,67645,4766.0,66682,3829,2142,241,294020
