date,campaign_name,impressions,clicks,ad_spend,website_visits,add_to_cart,purchases,revenue
2025-07-01,Instagram_H2_2025,25796,2462.0,134549,2133,3045,351,573183
2025-07-02,Instagram_H2_2025,55367,4965.0,138805,7820,2346,1516,3125992
2025-07-03,Instagram_H2_2025,89922,7515.0,34318,7735,921,274,432920
2025-07-04,Instagram_H2_2025,75924,6420.0,138413,3321,2535,543,900294
2025-07-05,Instagram_H2_2025,61732,449610.0,43788,4169,1014,1461,2144748
2025-07-06,Instagram_H2_2025,63567,3125.0,110513,6292,3153,1058,1720308
2025-07-07,Instagram_H2_2025,89564,6888.0,54171,5126,652,1900,2593500
2025-07-08,Instagram_H2_2025,70497,2910.0,82508,6855,3296,1619,2865630
2025-07-09,Instagram_H2_2025,36592,2727.0,89220,3075,3125,1327,1133258
2025-07-10,Instagram_H2_2025,26656,3059.0,57718,4366,2713,1995,3780525
2025-07-11,Instagram_H2_2025,47873,4066.0,132767,7406,3032,382,836580
2025-07-12,Instagram_H2_2025,86247,6842.0,53688,5224,2058,578,830008
2025-07-13,Instagram_H2_2025,71981,1757.0,50686,5938,3183,1825,2710125
2025-07-14,Instagram_H2_2025,85142,5726.0,64782,5468,1477,639,968724
2025-07-15,Instagram_H2_2025,50803,2416.0,86971,5767,2492,759,803781
2025-07-16,Instagram_H2_2025,36343,5662.0,58209,7566,2236,1751,2544203
2025-07-17,Instagram_H2_2025,54479,7530.0,31974,3313,786,1564,2070736
2025-07-18,Instagram_H2_2025,63138,5382.0,103417,5687,1987,352,258016
2025-07-19,Instagram_H2_2025,51584,1979.0,47323,4125,2750,259,325045
2025-07-20,Instagram_H2_2025,65313,8419.0,105713,7203,582,1693,3059251
2025-07-21,Instagram_H2_2025,26712,3263.0,107611,6915,3404,686,750484
2025-07-22,Instagram_H2_2025,28690,8720.0,86279,3678,740,890,1951770
2025-07-23,Instagram_H2_2025,60369,1858.0,44251,2991,896,1974,1869378
2025-07-24,Instagram_H2_2025,77710,8283.0,49680,3892,868,756,1474200
2025-07-25,Instagram_H2_2025,28983,5996.0,63527,2461,1319,1252,2204772
2025-07-26,Instagram_H2_2025,64161,7455.0,137216,5350,2286,1317,1639665
2025-07-27,Instagram_H2_2025,31649,5913.0,60314,4693,1389,1249,996702
2025-07-28,Instagram_H2_2025,74778,7217.0,95739,3976,2332,1203,1881492
2025-07-29,Instagram_H2_2025,34111,8907.0,104218,2198,1935,398,334320
2025-07-30,Instagram_H2_2025,84378,3459.0,132486,7698,3038,1078,2302608
2025-07-31,Instagram_H2_2025,22246,5368.0,75476,4175,805,1720,1551440
2025-08-01,Instagram_H2_2025,24930,2286.0,144033,1239,951,431,394365
2025-08-02,Instagram_H2_2025,88577,6861.0,90380,4477,1900,1841,3744594
2025-08-03,Instagram_H2_2025,80382,3885.0,133264,5673,2221,824,1090976
2025-08-04,Instagram_H2_2025,55791,8442.0,34628,1841,585,1898,3266458
2025-08-05,Instagram_H2_2025,88609,2525.0,116950,2652,2423,558,1113768
2025-08-06,Instagram_H2_2025,60592,7693.0,114318,2829,2432,1567,2546375
2025-08-07,Instagram_H2_2025,25040,7656.0,149711,3743,2019,1314,1595196
2025-08-08,Instagram_H2_2025,52164,3133.0,37679,3722,582,264,502392
2025-08-09,Instagram_H2_2025,78970,4946.0,54082,2359,455,741,1376037
2025-08-10,Instagram_H2_2025,61588,6920.0,45218,7982,514,1150,2117150
2025-08-11,Instagram_H2_2025,45952,5670.0,106951,2663,3235,407,622303
2025-08-12,Instagram_H2_2025,89773,4578.0,139504,6913,2100,1871,3354703
2025-08-13,Instagram_H2_2025,64717,2217.0,126250,7940,474,1045,1935340
2025-08-14,Instagram_H2_2025,87970,6496.0,58932,3383,2977,1498,2172100
2025-08-15,Instagram_H2_2025,48538,5157.0,108894,6043,3058,1398,1944618
2025-08-16,Instagram_H2_2025,26301,5728.0,47472,4383,1094,1794,3618498
2025-08-17,Instagram_H2_2025,29373,4644.0,114139,6468,507,1011,1061550
2025-08-18,Instagram_H2_2025,26799,3140.0,117088,6578,1160,606,488436
2025-08-19,Instagram_H2_2025,43690,7772.0,-20000,6645,2942,1380,2604060
2025-08-20,Instagram_H2_2025,70586,,125349,7484,2852,1281,958188
2025-08-21,Instagram_H2_2025,72005,6617.0,131748,4104,2526,1029,1465296
2025-08-22,Instagram_H2_2025,89667,3715.0,60319,2499,2081,1854,3185172
2025-08-23,Instagram_H2_2025,56681,7711.0,78321,5361,1374,1767,3113454
