date,campaign_name,impressions,clicks,ad_spend,website_visits,add_to_cart,purchases,revenue
2024-01-01,GoogleAds_H1_2024,50556,1690.0,36259,3790,1300,756,1330560
2024-01-02,GoogleAds_H1_2024,36864,6351.0,107016,4541,492,644,660744
2024-01-03,GoogleAds_H1_2024,43402,2554.0,97379,3618,955,953,671865
2024-01-04,GoogleAds_H1_2024,53444,4193.0,39628,1578,1414,229,131217
2024-01-05,GoogleAds_H1_2024,64336,5077.0,109278,5079,1065,286,418132
2024-01-06,GoogleAds_H1_2024,33038,5429.0,98642,3931,1226,1044,1605672
2024-01-07,GoogleAds_H1_2024,29767,2806.0,77027,3509,1293,565,355385
2024-01-08,GoogleAds_H1_2024,15598,2605.0,115420,1842,204,290,390920
2024-01-09,GoogleAds_H1_2024,37827,3082.0,78414,1222,1177,920,1416800
2024-01-10,GoogleAds_H1_2024,46738,6579.0,115857,1189,1045,1079,1278615
2024-01-11,GoogleAds_H1_2024,36346,6778.0,103960,2325,1015,215,377970
2024-01-12,GoogleAds_H1_2024,15536,4490.0,106437,991,2489,1059,662934
2024-01-13,GoogleAds_H1_2024,17391,6097.0,53071,3004,1998,1060,1452200
2024-01-14,GoogleAds_H1_2024,68728,4669.0,37962,2276,1452,865,1308745
2024-01-15,GoogleAds_H1_2024,69176,1958.0,99565,4532,693,92,87860
2024-01-16,GoogleAds_H1_2024,25610,3023.0,115034,4773,1786,923,1233128
2024-01-17,GoogleAds_H1_2024,18425,5711.0,28398,2395,1458,903,1321089
2024-01-18,GoogleAds_H1_2024,40591,4623.0,26356,951,1409,540,902340
2024-01-19,GoogleAds_H1_2024,68208,3182.0,104109,1907,1083,102,147594
2024-01-20,GoogleAds_H1_2024,50393,1803.0,35667,5621,1584,261,463275
2024-01-21,GoogleAds_H1_2024,48741,6816.0,76399,5325,1328,93,86769
2024-01-22,GoogleAds_H1_2024,54410,2145.0,61647,4844,677,470,706410
2024-01-23,GoogleAds_H1_2024,46851,2086.0,77789,5754,460,415,473100
2024-01-24,GoogleAds_H1_2024,35947,3218.0,43373,4593,2450,816,1293360
2024-01-25,GoogleAds_H1_2024,29524,6874.0,102704,1081,1373,531,858627
2024-01-26,GoogleAds_H1_2024,68544,879.0,66068,4224,681,226,361374
2024-01-27,GoogleAds_H1_2024,59220,276704.0,20331,4801,2121,119,158508
2024-01-28,GoogleAds_H1_2024,39591,822.0,61067,1749,712,218,248520
