date,campaign_name,impressions,clicks,ad_spend,website_visits,add_to_cart,purchases,revenue
2024-07-01,Instagram_H2_2024,58575,6872.0,101799,750,1243,639,939330
2024-07-02,Instagram_H2_2024,20824,2522.0,90460,4968,2013,560,658000
2024-07-03,Instagram_H2_2024,38348,1584.0,116799,4139,1767,268,179828
2024-07-04,Instagram_H2_2024,65963,1021.0,22940,2107,282,245,400575
2024-07-05,Instagram_H2_2024,58808,6273.0,65747,5048,1665,1118,1759732
2024-07-06,Instagram_H2_2024,56950,2706.0,49263,2346,1511,1081,749133
2024-07-07,Instagram_H2_2024,16754,6846.0,89537,4731,1814,1161,1654425
2024-07-08,Instagram_H2_2024,58996,5443.0,23180,2538,1552,603,402201
2024-07-09,Instagram_H2_2024,35558,4640.0,97034,3889,2240,149,136484
2024-07-10,Instagram_H2_2024,62048,2056.0,39197,1528,1550,400,494000
2024-07-11,Instagram_H2_2024,23857,5164.0,82041,735,306,918,495720
2024-07-12,Instagram_H2_2024,57119,1259.0,117917,1874,1621,955,753495
2024-07-13,Instagram_H2_2024,47026,2582.0,70734,617,1045,147,141855
2024-07-14,Instagram_H2_2024,62322,3978.0,59295,3650,1686,794,1144948
2024-07-15,Instagram_H2_2024,52746,6762.0,33119,669,1937,953,1045441
2024-07-16,Instagram_H2_2024,67380,2577.0,59437,4891,333,145,113245
2024-07-17,Instagram_H2_2024,16788,,91211,1968,2332,501,545088
2024-07-18,Instagram_H2_2024,42737,3881.0,76359,4006,739,398,426656
2024-07-19,Instagram_H2_2024,37734,4238.0,81406,2074,1456,773,623811
2024-07-20,Instagram_H2_2024,28582,4517.0,112505,1772,551,962,810966
2024-07-21,Instagram_H2_2024,22152,1083.0,91108,3512,1968,1104,1362336
2024-07-22,Instagram_H2_2024,45787,5911.0,63893,4971,1266,434,262570
2024-07-23,Instagram_H2_2024,23909,5669.0,84374,4273,1395,1111,1128776
2024-07-24,Instagram_H2_2024,59154,2139.0,111650,1295,587,296,249528
2024-07-25,Instagram_H2_2024,52516,2067.0,74640,4484,1024,942,1525098
2024-07-26,Instagram_H2_2024,59201,3439.0,37338,2046,1999,1073,1780107
2024-07-27,Instagram_H2_2024,21553,5772.0,85784,3239,380,86,130978
2024-07-28,Instagram_H2_2024,39606,3491.0,59061,935,202,330,432960
2024-07-29,Instagram_H2_2024,60920,1705.0,23191,1062,566,417,310248
2024-07-30,Instagram_H2_2024,27082,4613.0,80701,1116,2205,343,178360
2024-07-31,Instagram_H2_2024,56341,3868.0,66972,652,334,234,403182
2024-08-01,Instagram_H2_2024,20141,3456.0,61985,2248,657,379,234222
2024-08-02,Instagram_H2_2024,21580,1798.0,87696,5760,2365,296,324120
2024-08-03,Instagram_H2_2024,26315,6165.0,67912,1330,2158,283,215363
2024-08-04,Instagram_H2_2024,25788,6854.0,67486,925,237,217,233492
2024-08-05,Instagram_H2_2024,53718,3279.0,30930,1328,1092,870,830850
2024-08-06,Instagram_H2_2024,66496,5540.0,98605,3401,1587,636,1011240
2024-08-07,Instagram_H2_2024,39201,5429.0,65535,3310,1737,1133,1568072
2024-08-08,Instagram_H2_2024,57613,6499.0,21000,1454,1346,1135,782015
2024-08-09,Instagram_H2_2024,22187,2996.0,53606,2035,211,720,1117440
2024-08-10,Instagram_H2_2024,20656,3357.0,44700,4440,1820,471,721572
2024-08-11,Instagram_H2_2024,43334,912.0,66575,1465,1260,800,1019200
2024-08-12,Instagram_H2_2024,29727,5944.0,49822,739,320,1018,1323400
2024-08-13,Instagram_H2_2024,51094,6718.0,113477,5825,1580,332,298136
2024-08-14,Instagram_H2_2024,23135,4209.0,93776,2745,826,544,450976
2024-08-15,Instagram_H2_2024,51525,2793.0,66005,5216,470,1130,1763930
2024-08-16,Instagram_H2_2024,30336,4957.0,45726,5319,1006,308,483560
2024-08-17,Instagram_H2_2024,19869,1201.0,24580,2646,662,99,100485
2024-08-18,Instagram_H2_2024,56803,4385.0,62411,5013,2016,1156,1527076
2024-08-19,Instagram_H2_2024,68186,1110.0,40529,3911,401,84,118524
2024-08-20,Instagram_H2_2024,21451,2742.0,44922,2734,1380,587,950940
2024-08-21,Instagram_H2_2024,53504,5217.0,46751,2201,1888,1118,1915134
2024-08-22,Instagram_H2_2024,47893,4556.0,103076,4294,327,603,864702
2024-08-23,Instagram_H2_2024,35027,6009.0,57346,895,2153,875,896875
2024-08-24,Instagram_H2_2024,59317,5132.0,67369,2450,1698,930,875130
2024-08-25,Instagram_H2_2024,56802,2526.0,83333,5458,730,690,469890
2024-08-26,Instagram_H2_2024,30457,1509.0,107099,4376,1266,126,102690
2024-08-27,Instagram_H2_2024,44518,4532.0,92774,5947,1056,735,747495
2024-08-28,Instagram_H2_2024,61420,5869.0,43259,1533,553,434,559426
2024-08-29,Instagram_H2_2024,64018,1918.0,60992,4580,1386,135,182925
2024-08-30,Instagram_H2_2024,32814,2262.0,28456,5392,2177,517,666930
2024-08-31,Instagram_H2_2024,58097,795.0,51665,5889,2302,425,631975
2024-09-01,Instagram_H2_2024,27172,5722.0,81902,2451,616,592,732304
2024-09-02,Instagram_H2_2024,54614,1300.0,35502,1454,1310,335,395970
2024-09-03,Instagram_H2_2024,49593,6390.0,21968,5463,1166,481,434824
2024-09-04,Instagram_H2_2024,53634,4861.0,95059,1327,1018,694,990338
2024-09-05,Instagram_H2_2024,57177,4507.0,88154,3585,1274,518,488474
2024-09-06,Instagram_H2_2024,59067,3687.0,35168,4441,2432,316,461360
2024-09-07,Instagram_H2_2024,55371,4599.0,111737,2668,1987,347,570121
2024-09-08,Instagram_H2_2024,50465,4148.0,21259,3580,2084,1184,2061344
2024-09-09,Instagram_H2_2024,49109,3898.0,84044,3016,1554,929,667951
2024-09-10,Instagram_H2_2024,45573,5136.0,98307,5973,2227,354,546222
2024-09-11,Instagram_H2_2024,24330,6192.0,52789,3179,864,323,371450
2024-09-12,Instagram_H2_2024,37216,1429.0,104716,3815,482,934,988172
2024-09-13,Instagram_H2_2024,59245,2017.0,108735,2356,1885,601,634656
2024-09-14,Instagram_H2_2024,55583,3823.0,24432,3564,240,788,1248980
2024-09-15,Instagram_H2_2024,63003,4620.0,79784,4535,2436,190,169100
2024-09-16,Instagram_H2_2024,43716,5051.0,102070,5534,1923,137,135630
