date,campaign_name,impressions,clicks,ad_spend,website_visits,add_to_cart,purchases,revenue
2025-07-01,GoogleAds_H2_2025,25752,4449.0,108165,2420,502,1180,1419540
2025-07-02,GoogleAds_H2_2025,44065,2131.0,56735,3245,801,528,1152624
2025-07-03,GoogleAds_H2_2025,65251,4941.0,141145,2218,3283,1194,1568916
2025-07-04,GoogleAds_H2_2025,69247,4730.0,104194,7647,1041,532,409640
2025-07-05,GoogleAds_H2_2025,66175,3984.0,-20000,1932,3092,1459,1139479
2025-07-06,GoogleAds_H2_2025,45936,4912.0,87725,6058,3330,691,487846
2025-07-07,GoogleAds_H2_2025,77154,7125.0,130130,1319,1672,901,1110933
2025-07-08,GoogleAds_H2_2025,43518,7658.0,78102,3453,641,1380,2278380
2025-07-09,GoogleAds_H2_2025,37754,5028.0,121697,1695,1085,1660,3384740
2025-07-10,GoogleAds_H2_2025,52481,4989.0,37145,3079,1392,1175,1347725
2025-07-11,GoogleAds_H2_2025,36811,1805.0,70052,7440,1918,1963,1939444
2025-07-12,GoogleAds_H2_2025,25431,8219.0,96878,5037,1100,1528,3289784
2025-07-13,GoogleAds_H2_2025,27739,6148.0,30692,5387,864,1913,3527572
2025-07-14,GoogleAds_H2_2025,21060,7386.0,143637,2066,1579,952,1452752
2025-07-15,GoogleAds_H2_2025,44741,2937.0,71620,6256,1833,1747,1320732
2025-07-16,GoogleAds_H2_2025,86307,5486.0,75436,6282,1648,1103,1998636
2025-07-17,GoogleAds_H2_2025,78282,6795.0,99942,4751,1199,596,482760
2025-07-18,GoogleAds_H2_2025,73648,7892.0,89690,1618,771,1929,1489188
2025-07-19,GoogleAds_H2_2025,82797,449325.0,53601,2994,1365,1909,3176576
2025-07-20,GoogleAds_H2_2025,70397,6578.0,43099,1412,2604,1147,1259406
2025-07-21,GoogleAds_H2_2025,55890,7226.0,58971,6385,994,1354,1952468
2025-07-22,GoogleAds_H2_2025,20722,5133.0,137675,2911,1757,1112,2070544
2025-07-23,GoogleAds_H2_2025,66203,8731.0,119171,5851,723,1764,2092104
2025-07-24,GoogleAds_H2_2025,65152,2525.0,141436,6848,2616,567,535815
2025-07-25,GoogleAds_H2_2025,55882,8613.0,61583,7646,2984,918,1699218
2025-07-26,GoogleAds_H2_2025,40545,6531.0,130971,7864,1094,933,1979826
2025-07-27,GoogleAds_H2_2025,55981,5786.0,89242,6931,2143,587,783645
2025-07-28,GoogleAds_H2_2025,68145,8209.0,122276,6106,2822,1270,989330
2025-07-29,GoogleAds_H2_2025,49099,2020.0,71695,5535,1778,958,1771342
2025-07-30,GoogleAds_H2_2025,55467,4128.0,94047,6205,2854,1458,3083670
2025-07-31,GoogleAds_H2_2025,82301,2285.0,143665,2044,698,1355,1875320
2025-08-01,GoogleAds_H2_2025,53851,2482.0,50724,6136,487,1323,927423
2025-08-02,GoogleAds_H2_2025,27090,6765.0,134652,1903,829,1005,1574835
2025-08-03,GoogleAds_H2_2025,27660,6020.0,119936,7021,2821,1437,1610877
2025-08-04,GoogleAds_H2_2025,67341,5816.0,59652,6291,2215,1050,793800
2025-08-05,GoogleAds_H2_2025,31414,5826.0,85391,4083,2086,832,757120
2025-08-06,GoogleAds_H2_2025,27669,2260.0,56460,4695,1578,1003,1449335
2025-08-07,GoogleAds_H2_2025,85100,,76737,4934,1770,671,960872
2025-08-08,GoogleAds_H2_2025,70985,4281.0,54941,1395,1966,1941,2826096
2025-08-09,GoogleAds_H2_2025,28989,5258.0,106302,7435,2727,1750,3104500
2025-08-10,GoogleAds_H2_2025,43394,2278.0,42657,6159,3038,875,1436750
2025-08-11,GoogleAds_H2_2025,72577,4941.0,72361,2569,2005,319,499554
2025-08-12,GoogleAds_H2_2025,72321,2550.0,52219,2664,2057,280,301000
2025-08-13,GoogleAds_H2_2025,54570,2968.0,39622,3760,3208,1314,1379700
2025-08-14,GoogleAds_H2_2025,60779,6345.0,100612,6284,2646,871,830934
2025-08-15,GoogleAds_H2_2025,34452,8244.0,106303,4846,3248,1057,1435406
2025-08-16,GoogleAds_H2_2025,36407,6143.0,49070,2610,1459,484,729388
2025-08-17,GoogleAds_H2_2025,39765,5082.0,134661,3993,3282,965,721820
2025-08-18,GoogleAds_H2_2025,70340,8430.0,60763,1448,1838,1957,3518686
2025-08-19,GoogleAds_H2_2025,35603,2631.0,94133,2631,2373,210,350280
2025-08-20,GoogleAds_H2_2025,23426,7370.0,96754,6287,1271,1626,2499162
2025-08-21,GoogleAds_H2_2025,34733,8085.0,50762,7923,2146,1080,1531440
2025-08-22,GoogleAds_H2_2025,85558,2319.0,131650,3404,1504,1800,1666800
2025-08-23,GoogleAds_H2_2025,78417,7574.0,136224,6493,1700,671,666303
2025-08-24,GoogleAds_H2_2025,26092,7355.0,39468,6506,798,607,1070748
2025-08-25,GoogleAds_H2_2025,70961,1825.0,60135,3884,1449,1324,2225644
2025-08-26,GoogleAds_H2_2025,85650,6669.0,61961,4303,2516,900,1417500
2025-08-27,GoogleAds_H2_2025,73850,1724.0,83880,1568,1287,1354,1578764
2025-08-28,GoogleAds_H2_2025,38279,4297.0,43781,6709,2576,1882,3722596
2025-08-29,GoogleAds_H2_2025,75227,8000.0,100223,5122,1299,657,1100475
2025-08-30,GoogleAds_H2_2025,61134,8163.0,43519,5715,1027,749,772968
2025-08-31,GoogleAds_H2_2025,49018,4970.0,94999,7132,1763,1658,1434170
2025-09-01,GoogleAds_H2_2025,72153,4096.0,39538,4974,2725,943,1224014
2025-09-02,GoogleAds_H2_2025,21797,3997.0,35124,4601,1358,754,1367002
2025-09-03,GoogleAds_H2_2025,71336,6619.0,92262,4665,761,1117,1686670
2025-09-04,GoogleAds_H2_2025,70274,7029.0,40802,5287,542,1504,1443840
2025-09-05,GoogleAds_H2_2025,43225,3064.0,137606,1696,2447,1000,1428000
2025-09-06,GoogleAds_H2_2025,34169,6538.0,146014,4304,1933,1582,3181402
2025-09-07,GoogleAds_H2_2025,81743,4676.0,83495,1630,662,638,895114
2025-09-08,GoogleAds_H2_2025,81885,5047.0,37071,7835,911,765,1418310
2025-09-09,GoogleAds_H2_2025,48914,7053.0,73756,3215,2691,422,764242
2025-09-10,GoogleAds_H2_2025,20795,1631.0,66262,1363,937,1985,1633655
2025-09-11,GoogleAds_H2_2025,58202,5105.0,95719,6064,586,1424,2056256
2025-09-12,GoogleAds_H2_2025,46220,1629.0,36103,2847,1171,477,474615
2025-09-13,GoogleAds_H2_2025,30134,1668.0,41427,1324,2818,1934,2382688
2025-09-14,GoogleAds_H2_2025,77506,8283.0,56063,7005,3015,1596,1932756
2025-09-15,GoogleAds_H2_2025,57275,8846.0,103866,3652,1861,646,534242
2025-09-16,GoogleAds_H2_2025,55365,4627.0,51875,3195,1863,1273,1695636
2025-09-17,GoogleAds_H2_2025,64977,3004.0,74071,5309,1586,694,1275572
2025-09-18,GoogleAds_H2_2025,86036,6647.0,67917,3391,1358,737,753214
2025-09-19,GoogleAds_H2_2025,24083,7331.0,44101,7058,2414,658,561274
2025-09-20,GoogleAds_H2_2025,57928,6935.0,103159,7001,509,1948,3547308
2025-09-21,GoogleAds_H2_2025,50295,4143.0,83688,6237,2343,1877,2624046
2025-09-22,GoogleAds_H2_2025,22525,5180.0,65187,7010,485,1644,3194292
2025-09-23,GoogleAds_H2_2025,68357,6366.0,110251,5403,970,1841,3229114
2025-09-24,GoogleAds_H2_2025,58930,6505.0,90913,7230,732,1443,1561326
2025-09-25,GoogleAds_H2_2025,79575,3393.0,36837,3550,1489,980,2088380
2025-09-26,GoogleAds_H2_2025,53672,8667.0,126291,3821,1376,497,787745
