date,campaign_name,impressions,clicks,ad_spend,website_visits,add_to_cart,purchases,revenue
2024-07-01,GoogleAds_H2_2024,30372,3636.0,31906,5711,229,607,1023402
2024-07-02,GoogleAds_H2_2024,34922,3351.0,45017,3709,776,242,249986
2024-07-03,GoogleAds_H2_2024,34114,5222.0,26317,1531,1214,138,240120
2024-07-04,GoogleAds_H2_2024,27452,4881.0,85423,4824,439,562,497370
2024-07-05,GoogleAds_H2_2024,18604,1479.0,29396,4987,263,967,1566540
2024-07-06,GoogleAds_H2_2024,28445,1767.0,72647,2885,375,304,182704
2024-07-07,GoogleAds_H2_2024,62058,3730.0,20831,1291,218,767,625105
2024-07-08,GoogleAds_H2_2024,69096,3442.0,44742,2490,1858,493,857820
2024-07-09,GoogleAds_H2_2024,45312,6246.0,66129,1920,1770,854,706258
2024-07-10,GoogleAds_H2_2024,68178,4340.0,97324,1078,1892,1097,1341631
2024-07-11,GoogleAds_H2_2024,20520,2247.0,112186,2093,1655,639,669033
2024-07-12,GoogleAds_H2_2024,67160,1781.0,34223,3631,674,964,1611808
2024-07-13,GoogleAds_H2_2024,39590,6595.0,73381,1486,474,825,596475
2024-07-14,GoogleAds_H2_2024,18869,4254.0,106754,1080,1789,972,1045872
2024-07-15,GoogleAds_H2_2024,18379,5008.0,96615,1714,1221,595,584885
2024-07-16,GoogleAds_H2_2024,51213,4139.0,30484,792,2041,263,377142
2024-07-17,GoogleAds_H2_2024,17639,6137.0,29045,1921,2160,187,272459
2024-07-18,GoogleAds_H2_2024,28053,4200.0,29908,5753,345,459,463590
2024-07-19,GoogleAds_H2_2024,67830,3627.0,52524,1435,1822,311,325617
2024-07-20,GoogleAds_H2_2024,47840,279356.0,67733,3886,499,1143,841248
2024-07-21,GoogleAds_H2_2024,53536,4994.0,26796,3647,506,312,456768
2024-07-22,GoogleAds_H2_2024,45624,6872.0,32755,1552,2166,128,123392
2024-07-23,GoogleAds_H2_2024,28444,2984.0,99681,4535,1610,944,500320
2024-07-24,GoogleAds_H2_2024,57974,2896.0,37080,856,590,115,118335
2024-07-25,GoogleAds_H2_2024,24873,5069.0,72218,5984,1632,464,584176
2024-07-26,GoogleAds_H2_2024,39549,2412.0,79163,2242,2169,583,394108
2024-07-27,GoogleAds_H2_2024,36185,1907.0,22265,1662,1617,852,750612
2024-07-28,GoogleAds_H2_2024,64499,5657.0,104825,1069,430,357,629748
2024-07-29,GoogleAds_H2_2024,22375,5634.0,73670,2392,596,546,477750
2024-07-30,GoogleAds_H2_2024,33124,2157.0,57309,889,1807,664,339968
2024-07-31,GoogleAds_H2_2024,36777,2544.0,42141,5514,596,852,1400688
2024-08-01,GoogleAds_H2_2024,53289,1967.0,84071,5190,719,568,333984
2024-08-02,GoogleAds_H2_2024,21409,6106.0,69960,3339,866,827,554917
2024-08-03,GoogleAds_H2_2024,56655,5402.0,95134,2247,2257,794,1067930
2024-08-04,GoogleAds_H2_2024,60695,1490.0,58243,1934,1131,185,99160
2024-08-05,GoogleAds_H2_2024,54495,,101250,1922,1211,142,80940
2024-08-06,GoogleAds_H2_2024,50308,4788.0,94162,5131,632,375,587250
2024-08-07,GoogleAds_H2_2024,37689,6507.0,97460,1678,924,104,53352
2024-08-08,GoogleAds_H2_2024,43078,5629.0,21479,4009,1177,590,306800
2024-08-09,GoogleAds_H2_2024,26644,5399.0,32424,3481,379,406,665434
2024-08-10,GoogleAds_H2_2024,27473,5212.0,66965,4346,1391,441,496566
2024-08-11,GoogleAds_H2_2024,64280,6462.0,93588,1575,228,682,578336
2024-08-12,GoogleAds_H2_2024,51074,1334.0,76139,4742,1234,610,516670
2024-08-13,GoogleAds_H2_2024,34336,2019.0,95495,2275,2401,1185,937335
2024-08-14,GoogleAds_H2_2024,44903,1789.0,96956,2905,1926,246,402210
2024-08-15,GoogleAds_H2_2024,44651,2877.0,52608,4223,1898,755,669685
2024-08-16,GoogleAds_H2_2024,53874,4687.0,22221,827,1209,630,975870
2024-08-17,GoogleAds_H2_2024,36954,6061.0,97109,3456,670,983,1666185
2024-08-18,GoogleAds_H2_2024,15171,4437.0,91555,5304,2369,274,478404
2024-08-19,GoogleAds_H2_2024,35078,5195.0,33881,1121,2241,792,1007424
2024-08-20,GoogleAds_H2_2024,52945,6320.0,43198,5108,2005,300,415200
2024-08-21,GoogleAds_H2_2024,24797,3569.0,61440,5517,1799,565,741845
2024-08-22,GoogleAds_H2_2024,34102,3529.0,111360,3909,1155,134,68206
2024-08-23,GoogleAds_H2_2024,55844,1201.0,108570,4459,552,92,123464
2024-08-24,GoogleAds_H2_2024,54576,3540.0,95386,2942,2034,1041,1084722
2024-08-25,GoogleAds_H2_2024,61818,5545.0,22193,1833,1263,875,1013250
2024-08-26,GoogleAds_H2_2024,63116,6493.0,99547,4408,843,800,696800
2024-08-27,GoogleAds_H2_2024,30152,1587.0,90708,4376,1409,320,225920
2024-08-28,GoogleAds_H2_2024,23117,4892.0,117206,802,942,237,187230
2024-08-29,GoogleAds_H2_2024,64537,2535.0,45020,2791,450,1083,1575765
2024-08-30,GoogleAds_H2_2024,23724,2881.0,56560,2469,861,971,1127331
2024-08-31,GoogleAds_H2_2024,63137,6305.0,117778,5164,200,1112,1493416
2024-09-01,GoogleAds_H2_2024,41334,4417.0,81370,3108,2005,1058,1061174
2024-09-02,GoogleAds_H2_2024,62482,5466.0,42708,2488,1806,295,271400
2024-09-03,GoogleAds_H2_2024,18196,3677.0,43403,4825,1473,1115,798340
2024-09-04,GoogleAds_H2_2024,42800,4740.0,55584,907,1285,964,1693748
2024-09-05,GoogleAds_H2_2024,35772,6030.0,74790,2217,2344,259,223776
2024-09-06,GoogleAds_H2_2024,45125,5205.0,87710,3341,1122,788,802184
2024-09-07,GoogleAds_H2_2024,38017,6122.0,118048,2373,869,1194,1442352
2024-09-08,GoogleAds_H2_2024,51181,1682.0,39773,4450,1588,249,206919
2024-09-09,GoogleAds_H2_2024,42792,1863.0,40014,2267,1532,649,331639
2024-09-10,GoogleAds_H2_2024,45308,4752.0,41908,833,1482,80,94000
2024-09-11,GoogleAds_H2_2024,31004,2158.0,77100,1111,1459,258,270900
2024-09-12,GoogleAds_H2_2024,64364,1574.0,81411,2814,1543,338,552292
2024-09-13,GoogleAds_H2_2024,23506,2481.0,32457,1962,1150,814,572242
2024-09-14,GoogleAds_H2_2024,35377,1615.0,22239,5761,803,238,400554
2024-09-15,GoogleAds_H2_2024,60212,3760.0,26854,3199,1152,279,267282
2024-09-16,GoogleAds_H2_2024,31409,757.0,70377,1805,1217,1138,681662
2024-09-17,GoogleAds_H2_2024,18617,2316.0,100902,2289,544,1099,1545194
2024-09-18,GoogleAds_H2_2024,47381,4313.0,40116,4008,2317,526,710100
2024-09-19,GoogleAds_H2_2024,62170,2139.0,101287,5252,1898,1144,989560
2024-09-20,GoogleAds_H2_2024,58153,936.0,88650,5091,2174,569,542257
2024-09-21,GoogleAds_H2_2024,56253,5214.0,82310,1669,2426,304,397632
2024-09-22,GoogleAds_H2_2024,66835,1942.0,32491,897,1892,1107,652023
2024-09-23,GoogleAds_H2_2024,62281,6141.0,49088,3596,608,1090,1725470
2024-09-24,GoogleAds_H2_2024,41584,3871.0,114225,3583,505,1077,1382868
2024-09-25,GoogleAds_H2_2024,52616,3932.0,89562,1465,1370,307,162403
2024-09-26,GoogleAds_H2_2024,47765,1550.0,42749,3775,1507,442,783224
2024-09-27,GoogleAds_H2_2024,31604,3731.0,48267,2602,1433,946,1333860
2024-09-28,GoogleAds_H2_2024,35246,4988.0,91397,2075,1610,518,284382
2024-09-29,GoogleAds_H2_2024,32044,3519.0,86322,4215,1112,135,157140
2024-09-30,GoogleAds_H2_2024,20302,3422.0,61467,5268,2361,262,341910
2024-10-01,GoogleAds_H2_2024,67432,1686.0,96486,5227,922,909,1156248
2024-10-02,GoogleAds_H2_2024,26434,1630.0,45370,4564,990,1145,1781620
2024-10-03,GoogleAds_H2_2024,64184,779.0,100499,5243,1990,715,1032460
2024-10-04,GoogleAds_H2_2024,54552,2419.0,44387,1675,307,940,1256780
2024-10-05,GoogleAds_H2_2024,44019,2696.0,61305,2109,2116,431,305579
2024-10-06,GoogleAds_H2_2024,17671,1458.0,60175,2765,1507,1124,1469068
2024-10-07,GoogleAds_H2_2024,39091,2104.0,81940,5236,822,1140,1018020
2024-10-08,GoogleAds_H2_2024,66807,3427.0,76226,1985,2303,389,579610
2024-10-09,GoogleAds_H2_2024,55202,1424.0,28171,779,1563,490,725200
2024-10-10,GoogleAds_H2_2024,17548,3530.0,82634,2690,900,537,744819
2024-10-11,GoogleAds_H2_2024,54267,2731.0,82010,5726,811,568,580496
2024-10-12,GoogleAds_H2_2024,30355,2771.0,85764,720,2441,611,1046032
2024-10-13,GoogleAds_H2_2024,30442,2396.0,71906,816,2384,590,928070
2024-10-14,GoogleAds_H2_2024,35058,5320.0,20420,4511,450,132,93060
2024-10-15,GoogleAds_H2_2024,30642,6819.0,28072,1400,2073,989,1353941
2024-10-16,GoogleAds_H2_2024,56081,2373.0,52665,840,1467,551,352640
2024-10-17,GoogleAds_H2_2024,60910,5472.0,76322,894,997,423,574011
2024-10-18,GoogleAds_H2_2024,63325,1908.0,-15000,3854,1236,378,500094
2024-10-19,GoogleAds_H2_2024,63796,5293.0,27481,1262,1352,777,589743
2024-10-20,GoogleAds_H2_2024,46878,2055.0,29224,2659,459,909,1229877
2024-10-21,GoogleAds_H2_2024,67878,1941.0,101149,2389,1586,337,483595
2024-10-22,GoogleAds_H2_2024,25296,2464.0,43082,5856,223,936,1511640
2024-10-23,GoogleAds_H2_2024,42399,3224.0,58022,5656,2241,1142,1480032
2024-10-24,GoogleAds_H2_2024,21217,5326.0,31710,2171,243,296,200096
2024-10-25,GoogleAds_H2_2024,54875,1498.0,86325,4393,606,1043,1544683
2024-10-26,GoogleAds_H2_2024,69300,4565.0,108294,3240,897,790,414750
2024-10-27,GoogleAds_H2_2024,62338,1712.0,51085,5541,2240,1010,1357440
2024-10-28,GoogleAds_H2_2024,57663,3680.0,117928,3554,476,230,336720
2024-10-29,GoogleAds_H2_2024,28613,4812.0,24139,4747,2444,1165,1124225
2024-10-30,GoogleAds_H2_2024,39367,5358.0,30126,1090,912,1005,1253235
2024-10-31,GoogleAds_H2_2024,57683,4740.0,110141,5259,576,639,685647
