date,campaign_name,impressions,clicks,ad_spend,website_visits,add_to_cart,purchases,revenue
2023-01-01,Zepto_H1_2023,25795,1360.0,64886,2569,566,264,166320
2023-01-02,Zepto_H1_2023,31962,3944.0,54131,3319,230,711,432288
2023-01-03,Zepto_H1_2023,10769,2891.0,72955,3885,905,435,213585
2023-01-04,Zepto_H1_2023,47819,1684.0,63707,3785,121,302,316194
2023-01-05,Zepto_H1_2023,37480,974.0,35658,2958,799,239,235654
2023-01-06,Zepto_H1_2023,45773,2399.0,66886,1667,931,554,238220
2023-01-07,Zepto_H1_2023,13556,4390.0,51606,2468,940,216,123768
2023-01-08,Zepto_H1_2023,20627,1100.0,53001,3224,1469,614,734958
2023-01-09,Zepto_H1_2023,33483,1978.0,58555,2956,875,84,42420
2023-01-10,Zepto_H1_2023,45920,2455.0,77121,3859,1125,439,379735
2023-01-11,Zepto_H1_2023,0,4343.0,50757,1900,802,451,464079
2023-01-12,Zepto_H1_2023,15675,661.0,47065,2381,1095,319,370678
2023-01-13,Zepto_H1_2023,21534,4298.0,11016,2743,819,798,508326
2023-01-14,Zepto_H1_2023,27262,1576.0,22185,2664,863,237,160923
2023-01-15,Zepto_H1_2023,49976,2562.0,71228,464,620,393,168204
2023-01-16,Zepto_H1_2023,12027,3195.0,58190,1562,692,441,429534
2023-01-17,Zepto_H1_2023,22666,4061.0,36854,3465,140,77,33418
2023-01-18,Zepto_H1_2023,18392,3604.0,45222,2151,904,148,145484
2023-01-19,Zepto_H1_2023,20965,2070.0,18110,1885,742,54,27918
2023-01-20,Zepto_H1_2023,43270,4993.0,10206,1438,991,510,504900
2023-01-21,Zepto_H1_2023,32403,2257.0,66044,2078,1294,590,197650
2023-01-22,Zepto_H1_2023,26198,2222.0,32299,3025,781,606,529038
2023-01-23,Zepto_H1_2023,12693,4127.0,35939,2381,1454,689,554645
2023-01-24,Zepto_H1_2023,20230,3802.0,33776,1808,1406,682,632214
2023-01-25,Zepto_H1_2023,19474,1209.0,31959,1834,748,367,358192
2023-01-26,Zepto_H1_2023,41968,1163.0,44766,3845,1356,741,305292
2023-01-27,Zepto_H1_2023,49353,1791.0,62733,3857,1236,662,611688
2023-01-28,Zepto_H1_2023,37728,1198.0,36736,401,741,269,232685
2023-01-29,Zepto_H1_2023,10854,3974.0,56717,1553,1176,733,754257
2023-01-30,Zepto_H1_2023,48559,2233.0,73734,1235,302,233,98326
2023-01-31,Zepto_H1_2023,22688,1266.0,47157,2727,983,659,327523
2023-02-01,Zepto_H1_2023,33509,2430.0,32671,1008,1324,173,84078
2023-02-02,Zepto_H1_2023,25708,2294.0,59811,3211,1054,452,291540
2023-02-03,Zepto_H1_2023,44754,646.0,21411,3311,588,689,585650
2023-02-04,Zepto_H1_2023,45153,3419.0,47504,2202,572,200,142800
2023-02-05,Zepto_H1_2023,30445,3869.0,40306,662,243,395,364585
2023-02-06,Zepto_H1_2023,26371,4143.0,12049,3344,1427,303,288153
2023-02-07,Zepto_H1_2023,30932,3608.0,39855,3462,108,282,112236
2023-02-08,Zepto_H1_2023,25151,2755.0,76690,803,251,103,43157
2023-02-09,Zepto_H1_2023,22183,2148.0,42711,1843,203,303,159378
2023-02-10,Zepto_H1_2023,12557,598.0,12200,2284,1013,387,388935
2023-02-11,Zepto_H1_2023,12869,3734.0,71135,1356,260,629,691900
2023-02-12,Zepto_H1_2023,35876,4487.0,68871,2319,1258,244,170800
2023-02-13,Zepto_H1_2023,14735,3604.0,50818,869,1498,71,74479
2023-02-14,Zepto_H1_2023,24373,3936.0,15895,3754,126,275,158400
2023-02-15,Zepto_H1_2023,42352,1459.0,15600,852,1119,708,577020
2023-02-16,Zepto_H1_2023,47410,3620.0,66491,1643,257,526,181470
2023-02-17,Zepto_H1_2023,46212,3065.0,57202,2168,1160,329,213192
2023-02-18,Zepto_H1_2023,41216,801.0,55236,1006,1222,749,310835
2023-02-19,Zepto_H1_2023,10190,2800.0,16102,1584,1379,372,158844
2023-02-20,Zepto_H1_2023,36641,2316.0,42745,2158,665,619,385018
2023-02-21,Zepto_H1_2023,44663,3233.0,46631,1025,1411,712,667856
2023-02-22,Zepto_H1_2023,26538,3037.0,55017,1184,1227,442,490620
2023-02-23,Zepto_H1_2023,22533,3306.0,59689,2290,1020,457,376568
2023-02-24,Zepto_H1_2023,33355,3450.0,12368,2959,499,703,830946
2023-02-25,Zepto_H1_2023,23403,3274.0,62921,974,1313,174,78126
2023-02-26,Zepto_H1_2023,41289,2215.0,63006,1477,1102,493,449616
2023-02-27,Zepto_H1_2023,24599,3624.0,13051,404,1226,245,262885
2023-02-28,Zepto_H1_2023,10876,1491.0,-5000,3821,146,705,400440
2023-03-01,Zepto_H1_2023,47233,1135.0,38251,1481,1469,790,610670
2023-03-02,Zepto_H1_2023,18308,3338.0,11150,3864,1112,690,246330
2023-03-03,Zepto_H1_2023,39305,1012.0,56175,1541,659,650,511550
2023-03-04,Zepto_H1_2023,13343,4570.0,39375,1870,680,296,111000
2023-03-05,Zepto_H1_2023,11679,4006.0,23284,3557,796,334,173346
2023-03-06,Zepto_H1_2023,23296,2641.0,70403,852,1327,267,206391
2023-03-07,Zepto_H1_2023,45247,2135.0,72752,3725,456,72,76392
2023-03-08,Zepto_H1_2023,33049,3349.0,50158,3209,541,657,701676
2023-03-09,Zepto_H1_2023,19540,,61991,735,357,546,652470
2023-03-10,Zepto_H1_2023,32687,4046.0,76387,2087,789,724,491596
2023-03-11,Zepto_H1_2023,36144,4500.0,48304,1591,1166,605,353320
2023-03-12,Zepto_H1_2023,30491,3873.0,22161,3724,598,84,86184
2023-03-13,Zepto_H1_2023,37472,4685.0,35351,3052,1069,651,466767
2023-03-14,Zepto_H1_2023,30358,3767.0,48513,1916,1198,462,311850
2023-03-15,Zepto_H1_2023,43496,99952.0,54425,2292,556,241,250158
2023-03-16,Zepto_H1_2023,27506,4579.0,27955,1377,1108,145,139635
2023-03-17,Zepto_H1_2023,33190,4632.0,54811,3840,378,266,310156
2023-03-18,Zepto_H1_2023,31352,4452.0,24397,995,828,391,272136
2023-03-19,Zepto_H1_2023,10698,895.0,73932,3704,175,314,236756
2023-03-20,Zepto_H1_2023,27101,3282.0,74895,1250,1490,193,228512
2023-03-21,Zepto_H1_2023,47259,3438.0,70566,1567,668,88,35904
2023-03-22,Zepto_H1_2023,34244,3482.0,19348,3634,1338,782,417588
2023-03-23,Zepto_H1_2023,34394,1453.0,54261,1942,1297,702,327834
2023-03-24,Zepto_H1_2023,49081,3493.0,29065,1617,128,214,154294
2023-03-25,Zepto_H1_2023,36962,4219.0,23807,1788,1465,549,524844
2023-03-26,Zepto_H1_2023,47080,1824.0,45909,3723,544,231,107646
2023-03-27,Zepto_H1_2023,35289,4102.0,25485,3922,272,702,739206
2023-03-28,Zepto_H1_2023,19435,4209.0,40355,2923,555,410,123000
2023-03-29,Zepto_H1_2023,49298,2496.0,71629,904,1314,557,372076
2023-03-30,Zepto_H1_2023,33960,1323.0,77641,1084,771,222,250416
2023-03-31,Zepto_H1_2023,47678,4675.0,71642,3211,1352,725,381350
